cts,date,GPS (Lat.) [deg],GPS (Long.) [deg],GPS (Alt.) [m],GPS (2D speed) [m/s],GPS (3D speed) [m/s],fix,precision,altitude system
13050.246,2023-06-01T03:50:41.829Z,-22.8228059,-47.0643485,623.118,1.912,1.92,3,374,MSLV
13105.85711111111,2023-06-01T03:50:41.884Z,-22.822806,-47.0643475,623.151,1.904,1.91,3,374,MSLV
13161.468222222222,2023-06-01T03:50:41.939Z,-22.8228039,-47.064353,623.22,1.801,1.91,3,374,MSLV
13217.079333333333,2023-06-01T03:50:41.994Z,-22.822804,-47.0643521,623.254,1.793,1.8,3,374,MSLV
13272.690444444444,2023-06-01T03:50:42.049Z,-22.8228042,-47.0643511,623.289,1.785,1.8,3,374,MSLV
13328.301555555556,2023-06-01T03:50:42.104Z,-22.8228043,-47.0643502,623.324,1.778,1.79,3,374,MSLV
13383.912666666667,2023-06-01T03:50:42.159Z,-22.8228044,-47.0643492,623.361,1.77,1.78,3,374,MSLV
13439.523777777778,2023-06-01T03:50:42.214Z,-22.8228045,-47.0643483,623.397,1.763,1.77,3,374,MSLV
13495.13488888889,2023-06-01T03:50:42.269Z,-22.8228046,-47.0643474,623.433,1.755,1.77,3,374,MSLV
13550.746000000001,2023-06-01T03:50:42.324Z,-22.8228047,-47.0643457,623.458,1.767,1.76,3,374,MSLV
13606.357111111112,2023-06-01T03:50:42.379Z,-22.8228047,-47.0643441,623.481,1.778,1.77,3,374,MSLV
13661.968222222224,2023-06-01T03:50:42.434Z,-22.8228048,-47.0643425,623.505,1.789,1.78,3,374,MSLV
13717.579333333335,2023-06-01T03:50:42.489Z,-22.8228049,-47.0643409,623.526,1.801,1.79,3,374,MSLV
13773.190444444446,2023-06-01T03:50:42.544Z,-22.822805,-47.0643393,623.548,1.811,1.8,3,374,MSLV
13828.801555555558,2023-06-01T03:50:42.599Z,-22.822805,-47.0643377,623.57,1.822,1.82,3,374,MSLV
13884.412666666669,2023-06-01T03:50:42.654Z,-22.8228051,-47.064336,623.592,1.833,1.83,3,374,MSLV
13940.02377777778,2023-06-01T03:50:42.709Z,-22.8228052,-47.0643344,623.614,1.844,1.84,3,374,MSLV
13995.634888888892,2023-06-01T03:50:42.764Z,-22.8228061,-47.0643333,623.63,1.855,1.85,3,374,MSLV
15081.995,2023-06-01T03:50:43.809Z,-22.8228234,-47.0643039,624.122,2.131,2.13,2,189,MSLV
15137.606111111112,2023-06-01T03:50:43.864Z,-22.8228237,-47.0643022,624.153,2.136,2.13,2,189,MSLV
15193.217222222223,2023-06-01T03:50:43.919Z,-22.822824,-47.0643003,624.188,2.141,2.14,2,189,MSLV
15248.828333333335,2023-06-01T03:50:43.974Z,-22.8228243,-47.0642986,624.221,2.147,2.14,2,189,MSLV
15304.439444444446,2023-06-01T03:50:44.029Z,-22.8228246,-47.0642971,624.245,2.15,2.15,2,189,MSLV
15360.050555555557,2023-06-01T03:50:44.084Z,-22.8228249,-47.0642956,624.267,2.153,2.15,2,189,MSLV
15415.661666666669,2023-06-01T03:50:44.139Z,-22.8228252,-47.0642941,624.288,2.155,2.16,2,189,MSLV
15471.27277777778,2023-06-01T03:50:44.194Z,-22.8228256,-47.0642927,624.306,2.157,2.16,2,189,MSLV
15526.883888888891,2023-06-01T03:50:44.249Z,-22.8228259,-47.0642922,624.349,2.138,2.16,2,189,MSLV
15582.495000000003,2023-06-01T03:50:44.304Z,-22.8228261,-47.0642916,624.387,2.123,2.14,2,189,MSLV
15638.106111111114,2023-06-01T03:50:44.359Z,-22.8228263,-47.0642928,624.488,2.04,2.13,2,189,MSLV
15693.717222222225,2023-06-01T03:50:44.414Z,-22.8228262,-47.0642993,624.784,1.764,2.04,2,189,MSLV
15749.328333333337,2023-06-01T03:50:44.469Z,-22.8228261,-47.0643022,624.951,1.635,1.77,2,189,MSLV
15804.939444444448,2023-06-01T03:50:44.524Z,-22.8228258,-47.0643067,625.177,1.463,1.64,2,189,MSLV
15860.55055555556,2023-06-01T03:50:44.579Z,-22.8228253,-47.0643123,625.449,1.27,1.48,2,189,MSLV
15916.16166666667,2023-06-01T03:50:44.634Z,-22.8228251,-47.0643144,625.589,1.194,1.29,2,189,MSLV
15971.772777777782,2023-06-01T03:50:44.689Z,-22.8228255,-47.064314,625.602,1.194,1.22,2,189,MSLV
16027.383888888893,2023-06-01T03:50:44.744Z,-22.8228259,-47.0643135,625.615,1.194,1.22,2,189,MSLV
18103.718,2023-06-01T03:50:46.834Z,-22.8228218,-47.0643463,623.064,0.635,0.64,3,366,MSLV
18158.512235294118,2023-06-01T03:50:46.892Z,-22.8228221,-47.0643461,623.066,0.635,0.64,3,366,MSLV
18213.306470588235,2023-06-01T03:50:46.950Z,-22.8228224,-47.064346,623.067,0.635,0.64,3,366,MSLV
18268.100705882352,2023-06-01T03:50:47.008Z,-22.8228227,-47.0643459,623.069,0.635,0.64,3,366,MSLV
18322.89494117647,2023-06-01T03:50:47.066Z,-22.8228289,-47.0643403,623.052,0.772,0.64,3,366,MSLV
18377.689176470587,2023-06-01T03:50:47.125Z,-22.8228395,-47.0643285,623.023,1.023,0.77,3,366,MSLV
18432.483411764704,2023-06-01T03:50:47.183Z,-22.8228346,-47.0643359,623.015,0.866,1.02,3,366,MSLV
18487.27764705882,2023-06-01T03:50:47.241Z,-22.8228349,-47.0643391,623.013,0.868,0.87,3,366,MSLV
18542.07188235294,2023-06-01T03:50:47.299Z,-22.822834,-47.0643431,623.008,0.829,0.87,3,366,MSLV
18596.866117647056,2023-06-01T03:50:47.358Z,-22.8228295,-47.0643502,623,0.701,0.83,3,366,MSLV
18651.660352941173,2023-06-01T03:50:47.416Z,-22.8228269,-47.0643558,622.995,0.624,0.7,3,366,MSLV
18706.45458823529,2023-06-01T03:50:47.474Z,-22.8228246,-47.0643608,622.993,0.558,0.62,3,366,MSLV
18761.248823529408,2023-06-01T03:50:47.532Z,-22.8228221,-47.0643687,623.022,0.48,0.56,3,366,MSLV
18816.043058823525,2023-06-01T03:50:47.591Z,-22.8228206,-47.0643731,623.019,0.447,0.48,3,366,MSLV
18870.837294117642,2023-06-01T03:50:47.649Z,-22.8228176,-47.0643786,623.014,0.39,0.45,3,366,MSLV
18925.63152941176,2023-06-01T03:50:47.707Z,-22.8228153,-47.0643835,623.01,0.356,0.39,3,366,MSLV
18980.425764705877,2023-06-01T03:50:47.765Z,-22.8228136,-47.064388,623.006,0.337,0.36,3,366,MSLV
19035.22,2023-06-01T03:50:47.824Z,-22.8228112,-47.0643929,623.003,0.322,0.34,3,366,MSLV
19090.086736842106,2023-06-01T03:50:47.879Z,-22.8228087,-47.0643983,622.999,0.319,0.32,3,366,MSLV
19144.95347368421,2023-06-01T03:50:47.934Z,-22.8228082,-47.0644009,622.993,0.335,0.32,3,366,MSLV
19199.820210526315,2023-06-01T03:50:47.989Z,-22.8228083,-47.0644034,622.988,0.348,0.34,3,366,MSLV
19254.68694736842,2023-06-01T03:50:48.044Z,-22.8228081,-47.0644058,622.983,0.362,0.35,3,366,MSLV
19309.553684210525,2023-06-01T03:50:48.099Z,-22.822807,-47.0644088,622.979,0.378,0.36,3,366,MSLV
19364.42042105263,2023-06-01T03:50:48.154Z,-22.8228065,-47.0644116,622.973,0.389,0.38,3,366,MSLV
19419.287157894734,2023-06-01T03:50:48.209Z,-22.8228066,-47.0644142,622.965,0.397,0.39,3,366,MSLV
19474.15389473684,2023-06-01T03:50:48.264Z,-22.8228065,-47.0644169,622.958,0.407,0.4,3,366,MSLV
19529.020631578944,2023-06-01T03:50:48.319Z,-22.8228065,-47.0644196,622.951,0.42,0.41,3,366,MSLV
19583.88736842105,2023-06-01T03:50:48.374Z,-22.8228066,-47.0644222,622.942,0.434,0.42,3,366,MSLV
19638.754105263153,2023-06-01T03:50:48.429Z,-22.8228074,-47.0644244,622.934,0.45,0.43,3,366,MSLV
19693.620842105258,2023-06-01T03:50:48.484Z,-22.822807,-47.0644267,622.926,0.465,0.45,3,366,MSLV
19748.487578947363,2023-06-01T03:50:48.539Z,-22.822806,-47.0644296,622.919,0.468,0.47,3,366,MSLV
19803.354315789467,2023-06-01T03:50:48.594Z,-22.8228043,-47.0644327,622.913,0.473,0.47,3,366,MSLV
19858.221052631572,2023-06-01T03:50:48.649Z,-22.8228041,-47.0644349,622.909,0.478,0.47,3,366,MSLV
19913.087789473677,2023-06-01T03:50:48.704Z,-22.8228039,-47.0644368,622.906,0.483,0.48,3,366,MSLV
19967.95452631578,2023-06-01T03:50:48.759Z,-22.8228046,-47.0644375,622.903,0.499,0.48,3,366,MSLV
20022.821263157886,2023-06-01T03:50:48.814Z,-22.8228053,-47.0644383,622.898,0.519,0.5,3,366,MSLV
20077.688,2023-06-01T03:50:48.869Z,-22.8228048,-47.0644403,622.892,0.522,0.52,3,366,MSLV
20133.117666666665,2023-06-01T03:50:48.924Z,-22.8228042,-47.0644423,622.886,0.527,0.52,3,366,MSLV
20188.547333333332,2023-06-01T03:50:48.979Z,-22.8228039,-47.0644439,622.879,0.538,0.53,3,366,MSLV
20243.977,2023-06-01T03:50:49.034Z,-22.8228042,-47.0644444,622.873,0.56,0.54,3,366,MSLV
20299.406666666666,2023-06-01T03:50:49.089Z,-22.8228044,-47.0644451,622.866,0.58,0.56,3,366,MSLV
20354.836333333333,2023-06-01T03:50:49.144Z,-22.8228036,-47.0644455,622.859,0.61,0.58,3,366,MSLV
20410.266,2023-06-01T03:50:49.199Z,-22.8228042,-47.0644456,622.854,0.627,0.61,3,366,MSLV
20465.695666666667,2023-06-01T03:50:49.254Z,-22.8228049,-47.0644456,622.849,0.645,0.63,3,366,MSLV
20521.125333333333,2023-06-01T03:50:49.309Z,-22.8228052,-47.0644463,622.843,0.649,0.65,3,366,MSLV
20576.555,2023-06-01T03:50:49.364Z,-22.8228053,-47.0644472,622.837,0.653,0.65,3,366,MSLV
20631.984666666667,2023-06-01T03:50:49.419Z,-22.8228051,-47.0644481,622.832,0.655,0.65,3,366,MSLV
20687.414333333334,2023-06-01T03:50:49.474Z,-22.8228058,-47.064449,622.827,0.653,0.66,3,366,MSLV
20742.844,2023-06-01T03:50:49.529Z,-22.822806,-47.0644506,622.824,0.636,0.66,3,366,MSLV
20798.273666666668,2023-06-01T03:50:49.584Z,-22.8228057,-47.0644521,622.821,0.619,0.64,3,366,MSLV
20853.703333333335,2023-06-01T03:50:49.639Z,-22.8228055,-47.0644535,622.818,0.606,0.62,3,366,MSLV
20909.133,2023-06-01T03:50:49.694Z,-22.8228053,-47.0644549,622.815,0.595,0.61,3,366,MSLV
20964.56266666667,2023-06-01T03:50:49.749Z,-22.8228048,-47.0644565,622.81,0.587,0.6,3,366,MSLV
21019.992333333335,2023-06-01T03:50:49.804Z,-22.8228051,-47.0644578,622.803,0.578,0.59,3,366,MSLV
21075.422,2023-06-01T03:50:49.859Z,-22.8228061,-47.0644583,622.796,0.585,0.58,3,366,MSLV
21131.05122222222,2023-06-01T03:50:49.914Z,-22.8228071,-47.0644582,622.789,0.609,0.59,3,366,MSLV
21186.680444444442,2023-06-01T03:50:49.969Z,-22.8228072,-47.0644585,622.782,0.63,0.61,3,366,MSLV
21242.309666666664,2023-06-01T03:50:50.024Z,-22.8228052,-47.0644589,622.78,0.668,0.63,3,366,MSLV
21297.938888888886,2023-06-01T03:50:50.079Z,-22.8228051,-47.0644588,622.776,0.694,0.67,3,366,MSLV
21353.568111111108,2023-06-01T03:50:50.134Z,-22.8228071,-47.0644585,622.772,0.695,0.7,3,366,MSLV
21409.19733333333,2023-06-01T03:50:50.189Z,-22.8228083,-47.0644595,622.762,0.673,0.7,3,366,MSLV
21464.82655555555,2023-06-01T03:50:50.244Z,-22.8228106,-47.0644601,622.753,0.676,0.68,3,366,MSLV
21520.455777777774,2023-06-01T03:50:50.299Z,-22.8228114,-47.064461,622.745,0.68,0.68,3,366,MSLV
21576.084999999995,2023-06-01T03:50:50.354Z,-22.8228132,-47.0644666,622.803,0.762,0.68,3,366,MSLV
21631.714222222217,2023-06-01T03:50:50.409Z,-22.8228126,-47.0644686,622.799,0.731,0.77,3,366,MSLV
21687.34344444444,2023-06-01T03:50:50.464Z,-22.8228114,-47.0644709,622.797,0.707,0.73,3,366,MSLV
21742.97266666666,2023-06-01T03:50:50.519Z,-22.8228124,-47.0644714,622.794,0.71,0.71,3,366,MSLV
21798.601888888883,2023-06-01T03:50:50.574Z,-22.8228139,-47.0644719,622.788,0.719,0.71,3,366,MSLV
21854.231111111105,2023-06-01T03:50:50.629Z,-22.8228168,-47.0644714,622.782,0.752,0.72,3,366,MSLV
21909.860333333327,2023-06-01T03:50:50.684Z,-22.8228197,-47.0644699,622.782,0.845,0.75,3,366,MSLV
21965.48955555555,2023-06-01T03:50:50.739Z,-22.8228203,-47.0644696,622.78,0.874,0.85,3,366,MSLV
22021.11877777777,2023-06-01T03:50:50.794Z,-22.8228185,-47.0644732,622.77,0.768,0.88,3,366,MSLV
22076.748,2023-06-01T03:50:50.849Z,-22.8228145,-47.0644798,622.756,0.698,0.77,3,366,MSLV
22130.758777777777,2023-06-01T03:50:50.904Z,-22.8228089,-47.0644895,622.732,0.935,0.7,3,366,MSLV
22184.769555555555,2023-06-01T03:50:50.959Z,-22.822809,-47.0644929,622.726,1.058,0.94,3,366,MSLV
22238.780333333332,2023-06-01T03:50:51.014Z,-22.822811,-47.0645068,622.695,1.533,1.06,3,366,MSLV
22292.79111111111,2023-06-01T03:50:51.069Z,-22.822812,-47.0645152,622.677,1.833,1.53,3,366,MSLV
22346.801888888887,2023-06-01T03:50:51.124Z,-22.8228114,-47.0645176,622.676,1.908,1.83,3,366,MSLV
22400.812666666665,2023-06-01T03:50:51.179Z,-22.8228097,-47.0645199,622.677,2.01,1.91,3,366,MSLV
22454.823444444442,2023-06-01T03:50:51.234Z,-22.8228098,-47.0645229,622.677,2.094,2.01,3,366,MSLV
22508.83422222222,2023-06-01T03:50:51.289Z,-22.8228101,-47.0645248,622.677,2.126,2.09,3,366,MSLV
22562.844999999998,2023-06-01T03:50:51.344Z,-22.822812,-47.0645252,622.685,2.107,2.13,3,366,MSLV
22616.855777777775,2023-06-01T03:50:51.399Z,-22.8228142,-47.0645256,622.69,2.09,2.11,3,366,MSLV
22670.866555555553,2023-06-01T03:50:51.454Z,-22.8228162,-47.0645281,622.694,2.154,2.09,3,366,MSLV
22724.87733333333,2023-06-01T03:50:51.509Z,-22.8228165,-47.0645296,622.698,2.147,2.15,3,366,MSLV
22778.888111111108,2023-06-01T03:50:51.564Z,-22.8228148,-47.0645267,622.704,1.964,2.15,3,366,MSLV
22832.898888888885,2023-06-01T03:50:51.619Z,-22.8228132,-47.0645271,622.708,1.947,1.96,3,366,MSLV
22886.909666666663,2023-06-01T03:50:51.674Z,-22.8228133,-47.0645264,622.708,1.873,1.95,3,366,MSLV
22940.92044444444,2023-06-01T03:50:51.729Z,-22.8228152,-47.0645252,622.712,1.767,1.87,3,366,MSLV
22994.931222222218,2023-06-01T03:50:51.784Z,-22.8228183,-47.0645272,622.712,1.82,1.77,3,366,MSLV
23048.942,2023-06-01T03:50:51.839Z,-22.8228198,-47.064528,622.717,1.864,1.82,3,366,MSLV
23104.725777777778,2023-06-01T03:50:51.894Z,-22.8228223,-47.0645301,622.728,1.956,1.86,3,366,MSLV
23160.509555555556,2023-06-01T03:50:51.949Z,-22.8228246,-47.0645325,622.733,2.026,1.96,3,366,MSLV
23216.293333333335,2023-06-01T03:50:52.004Z,-22.8228258,-47.0645338,622.735,2.023,2.03,3,366,MSLV
23272.077111111113,2023-06-01T03:50:52.059Z,-22.8228275,-47.0645349,622.734,2.004,2.02,3,366,MSLV
23327.860888888892,2023-06-01T03:50:52.114Z,-22.822828,-47.0645342,622.735,1.903,2,3,366,MSLV
23383.64466666667,2023-06-01T03:50:52.169Z,-22.8228288,-47.064534,622.732,1.826,1.9,3,366,MSLV
23439.42844444445,2023-06-01T03:50:52.224Z,-22.8228304,-47.064535,622.727,1.811,1.83,3,366,MSLV
23495.212222222228,2023-06-01T03:50:52.279Z,-22.8228319,-47.0645372,622.727,1.862,1.81,3,366,MSLV
23550.996000000006,2023-06-01T03:50:52.334Z,-22.8228345,-47.0645389,622.73,1.946,1.86,3,366,MSLV
23606.779777777785,2023-06-01T03:50:52.389Z,-22.8228378,-47.0645421,622.728,2.086,1.95,3,366,MSLV
23662.563555555564,2023-06-01T03:50:52.444Z,-22.8228429,-47.0645492,622.71,2.347,2.09,3,366,MSLV
23718.347333333342,2023-06-01T03:50:52.499Z,-22.8228474,-47.0645577,622.693,2.646,2.35,3,366,MSLV
23774.13111111112,2023-06-01T03:50:52.554Z,-22.8228512,-47.0645656,622.678,2.89,2.65,3,366,MSLV
23829.9148888889,2023-06-01T03:50:52.609Z,-22.8228577,-47.0645746,622.645,3.174,2.89,3,366,MSLV
23885.698666666678,2023-06-01T03:50:52.664Z,-22.8228624,-47.0645845,622.617,3.57,3.17,3,366,MSLV
23941.482444444457,2023-06-01T03:50:52.719Z,-22.8228675,-47.064593,622.593,3.883,3.57,3,366,MSLV
23997.266222222235,2023-06-01T03:50:52.774Z,-22.8228694,-47.0645956,622.585,3.867,3.88,3,366,MSLV
24053.05,2023-06-01T03:50:52.829Z,-22.8228708,-47.0645963,622.583,3.736,3.87,3,397,MSLV
24107.72642105263,2023-06-01T03:50:52.884Z,-22.8228722,-47.0645981,622.576,3.687,3.74,3,397,MSLV
24162.40284210526,2023-06-01T03:50:52.939Z,-22.8228736,-47.0645986,622.57,3.581,3.69,3,397,MSLV
24217.07926315789,2023-06-01T03:50:52.994Z,-22.8228752,-47.0646007,622.562,3.575,3.58,3,397,MSLV
24271.755684210522,2023-06-01T03:50:53.049Z,-22.822877,-47.0646029,622.553,3.58,3.58,3,397,MSLV
24326.432105263153,2023-06-01T03:50:53.104Z,-22.8228793,-47.064605,622.544,3.588,3.58,3,397,MSLV
24381.108526315784,2023-06-01T03:50:53.159Z,-22.8228814,-47.0646078,622.549,3.602,3.59,3,397,MSLV
24435.784947368415,2023-06-01T03:50:53.214Z,-22.8228835,-47.0646102,622.537,3.606,3.6,3,397,MSLV
24490.461368421045,2023-06-01T03:50:53.269Z,-22.8228857,-47.0646129,622.517,3.607,3.61,3,397,MSLV
24545.137789473676,2023-06-01T03:50:53.324Z,-22.8228884,-47.0646145,622.509,3.597,3.61,3,397,MSLV
24599.814210526307,2023-06-01T03:50:53.379Z,-22.8228913,-47.0646151,622.511,3.607,3.6,3,397,MSLV
24654.490631578938,2023-06-01T03:50:53.434Z,-22.8228926,-47.0646165,622.503,3.548,3.61,3,397,MSLV
24709.16705263157,2023-06-01T03:50:53.489Z,-22.8228944,-47.0646178,622.496,3.489,3.55,3,397,MSLV
24763.8434736842,2023-06-01T03:50:53.544Z,-22.8228992,-47.0646221,622.537,3.526,3.49,3,397,MSLV
24818.51989473683,2023-06-01T03:50:53.599Z,-22.8229023,-47.0646239,622.559,3.505,3.53,3,397,MSLV
24873.19631578946,2023-06-01T03:50:53.654Z,-22.8229052,-47.0646258,622.566,3.488,3.51,3,397,MSLV
24927.87273684209,2023-06-01T03:50:53.709Z,-22.8229076,-47.0646266,622.6,3.471,3.49,3,397,MSLV
24982.549157894722,2023-06-01T03:50:53.764Z,-22.8229107,-47.0646285,622.609,3.518,3.47,3,397,MSLV
25037.225578947353,2023-06-01T03:50:53.819Z,-22.8229131,-47.0646313,622.609,3.537,3.52,3,397,MSLV
25091.902,2023-06-01T03:50:53.874Z,-22.8229154,-47.0646338,622.605,3.545,3.54,3,397,MSLV
25146.548705882353,2023-06-01T03:50:53.932Z,-22.8229173,-47.0646358,622.606,3.533,3.55,3,397,MSLV
25201.195411764707,2023-06-01T03:50:53.990Z,-22.8229185,-47.0646361,622.631,3.426,3.53,3,397,MSLV
25255.842117647062,2023-06-01T03:50:54.048Z,-22.8229201,-47.0646358,622.655,3.319,3.43,3,397,MSLV
25310.488823529417,2023-06-01T03:50:54.106Z,-22.8229216,-47.064637,622.661,3.291,3.32,3,397,MSLV
25365.13552941177,2023-06-01T03:50:54.165Z,-22.8229235,-47.064638,622.669,3.278,3.29,3,397,MSLV
25419.782235294126,2023-06-01T03:50:54.223Z,-22.8229248,-47.0646395,622.699,3.24,3.28,3,397,MSLV
25474.42894117648,2023-06-01T03:50:54.281Z,-22.8229265,-47.064642,622.702,3.241,3.24,3,397,MSLV
25529.075647058835,2023-06-01T03:50:54.339Z,-22.8229286,-47.0646454,622.698,3.299,3.24,3,397,MSLV
25583.72235294119,2023-06-01T03:50:54.398Z,-22.8229302,-47.0646469,622.71,3.277,3.3,3,397,MSLV
25638.369058823544,2023-06-01T03:50:54.456Z,-22.8229318,-47.0646462,622.709,3.175,3.28,3,397,MSLV
25693.0157647059,2023-06-01T03:50:54.514Z,-22.8229337,-47.0646463,622.69,3.128,3.18,3,397,MSLV
25747.662470588253,2023-06-01T03:50:54.572Z,-22.8229354,-47.0646469,622.679,3.082,3.13,3,397,MSLV
25802.309176470608,2023-06-01T03:50:54.631Z,-22.8229367,-47.0646472,622.706,2.994,3.08,3,397,MSLV
25856.955882352962,2023-06-01T03:50:54.689Z,-22.8229376,-47.0646479,622.73,2.937,2.99,3,397,MSLV
25911.602588235317,2023-06-01T03:50:54.747Z,-22.8229382,-47.0646485,622.77,2.836,2.94,3,397,MSLV
25966.24929411767,2023-06-01T03:50:54.805Z,-22.822939,-47.0646509,622.817,2.82,2.84,3,397,MSLV
26020.896,2023-06-01T03:50:54.864Z,-22.82294,-47.0646522,622.825,2.792,2.82,3,546,MSLV
26075.974105263158,2023-06-01T03:50:54.916Z,-22.8229412,-47.0646535,622.832,2.781,2.79,3,546,MSLV
26131.052210526315,2023-06-01T03:50:54.968Z,-22.8229425,-47.0646549,622.842,2.775,2.78,3,546,MSLV
26186.130315789473,2023-06-01T03:50:55.020Z,-22.8229439,-47.0646563,622.849,2.787,2.77,3,546,MSLV
26241.20842105263,2023-06-01T03:50:55.072Z,-22.8229452,-47.0646572,622.858,2.766,2.79,3,546,MSLV
26296.286526315787,2023-06-01T03:50:55.124Z,-22.8229462,-47.0646586,622.872,2.746,2.77,3,546,MSLV
26351.364631578945,2023-06-01T03:50:55.176Z,-22.8229468,-47.0646588,622.915,2.67,2.75,3,546,MSLV
26406.442736842102,2023-06-01T03:50:55.228Z,-22.8229475,-47.0646585,622.962,2.553,2.67,3,546,MSLV
26461.52084210526,2023-06-01T03:50:55.280Z,-22.8229486,-47.06466,622.982,2.559,2.55,3,546,MSLV
26516.598947368417,2023-06-01T03:50:55.332Z,-22.8229502,-47.0646625,622.97,2.635,2.56,3,546,MSLV
26571.677052631574,2023-06-01T03:50:55.385Z,-22.8229524,-47.0646662,622.922,2.837,2.63,3,546,MSLV
26626.75515789473,2023-06-01T03:50:55.437Z,-22.8229535,-47.0646679,622.921,2.797,2.84,3,546,MSLV
26681.83326315789,2023-06-01T03:50:55.489Z,-22.8229545,-47.0646684,622.958,2.748,2.8,3,546,MSLV
26736.911368421046,2023-06-01T03:50:55.541Z,-22.8229554,-47.0646693,623.006,2.697,2.75,3,546,MSLV
26791.989473684203,2023-06-01T03:50:55.593Z,-22.8229559,-47.0646698,623.062,2.619,2.7,3,546,MSLV
26847.06757894736,2023-06-01T03:50:55.645Z,-22.8229578,-47.0646718,623.095,2.633,2.62,3,546,MSLV
26902.145684210518,2023-06-01T03:50:55.697Z,-22.8229599,-47.0646732,623.119,2.644,2.63,3,546,MSLV
26957.223789473675,2023-06-01T03:50:55.749Z,-22.8229623,-47.0646742,623.156,2.693,2.64,3,546,MSLV
27012.301894736833,2023-06-01T03:50:55.801Z,-22.8229646,-47.0646754,623.196,2.748,2.69,3,546,MSLV
27067.38,2023-06-01T03:50:55.854Z,-22.8229668,-47.064677,623.234,2.785,2.75,3,546,MSLV
27122.412736842107,2023-06-01T03:50:55.906Z,-22.8229696,-47.0646791,623.274,2.887,2.79,3,546,MSLV
27177.445473684213,2023-06-01T03:50:55.958Z,-22.822972,-47.0646804,623.337,2.99,2.89,3,546,MSLV
27232.47821052632,2023-06-01T03:50:56.010Z,-22.8229745,-47.0646811,623.374,3.071,2.99,3,546,MSLV
27287.510947368424,2023-06-01T03:50:56.062Z,-22.8229762,-47.0646831,623.426,3.095,3.07,3,546,MSLV
27342.54368421053,2023-06-01T03:50:56.114Z,-22.8229776,-47.0646844,623.474,3.072,3.1,3,546,MSLV
27397.576421052636,2023-06-01T03:50:56.166Z,-22.8229789,-47.0646858,623.521,3.032,3.07,3,546,MSLV
27452.60915789474,2023-06-01T03:50:56.218Z,-22.8229797,-47.0646871,623.566,2.962,3.03,3,546,MSLV
27507.641894736847,2023-06-01T03:50:56.270Z,-22.8229802,-47.064687,623.57,2.817,2.96,3,546,MSLV
27562.674631578953,2023-06-01T03:50:56.322Z,-22.8229799,-47.0646891,623.617,2.671,2.82,3,546,MSLV
27617.70736842106,2023-06-01T03:50:56.375Z,-22.8229797,-47.0646905,623.649,2.55,2.67,3,546,MSLV
27672.740105263165,2023-06-01T03:50:56.427Z,-22.8229797,-47.0646911,623.661,2.468,2.55,3,546,MSLV
27727.77284210527,2023-06-01T03:50:56.479Z,-22.8229799,-47.064692,623.68,2.429,2.47,3,546,MSLV
27782.805578947376,2023-06-01T03:50:56.531Z,-22.8229796,-47.0646931,623.711,2.361,2.43,3,546,MSLV
27837.838315789482,2023-06-01T03:50:56.583Z,-22.8229795,-47.0646939,623.737,2.284,2.36,3,546,MSLV
27892.871052631588,2023-06-01T03:50:56.635Z,-22.8229794,-47.0646948,623.761,2.219,2.28,3,546,MSLV
27947.903789473694,2023-06-01T03:50:56.687Z,-22.8229793,-47.0646958,623.789,2.154,2.22,3,546,MSLV
28002.9365263158,2023-06-01T03:50:56.739Z,-22.8229787,-47.0646971,623.827,2.07,2.16,3,546,MSLV
28057.969263157906,2023-06-01T03:50:56.791Z,-22.8229781,-47.0646982,623.863,2.005,2.07,3,546,MSLV
28113.002,2023-06-01T03:50:56.844Z,-22.8229766,-47.0647,623.921,1.93,2.01,3,453,MSLV
28168.23576470588,2023-06-01T03:50:56.902Z,-22.8229766,-47.0647002,623.937,1.859,1.93,3,453,MSLV
28223.469529411763,2023-06-01T03:50:56.960Z,-22.8229765,-47.0647003,623.95,1.772,1.86,3,453,MSLV
28278.703294117644,2023-06-01T03:50:57.018Z,-22.8229762,-47.0647004,623.96,1.683,1.77,3,453,MSLV
28333.937058823525,2023-06-01T03:50:57.076Z,-22.8229765,-47.0647003,623.98,1.588,1.69,3,453,MSLV
28389.170823529406,2023-06-01T03:50:57.135Z,-22.8229761,-47.064701,624.013,1.492,1.59,3,453,MSLV
28444.404588235288,2023-06-01T03:50:57.193Z,-22.8229757,-47.064702,624.047,1.435,1.49,3,453,MSLV
28499.63835294117,2023-06-01T03:50:57.251Z,-22.8229753,-47.0647035,624.087,1.417,1.44,3,453,MSLV
28554.87211764705,2023-06-01T03:50:57.309Z,-22.8229747,-47.0647048,624.124,1.395,1.42,3,453,MSLV
28610.10588235293,2023-06-01T03:50:57.368Z,-22.8229741,-47.0647068,624.169,1.437,1.4,3,453,MSLV
28665.339647058812,2023-06-01T03:50:57.426Z,-22.8229733,-47.0647089,624.219,1.487,1.44,3,453,MSLV
28720.573411764693,2023-06-01T03:50:57.484Z,-22.8229731,-47.0647117,624.282,1.602,1.49,3,453,MSLV
28775.807176470575,2023-06-01T03:50:57.542Z,-22.8229729,-47.0647127,624.315,1.612,1.6,3,453,MSLV
28831.040941176456,2023-06-01T03:50:57.601Z,-22.8229727,-47.0647133,624.345,1.593,1.61,3,453,MSLV
28886.274705882337,2023-06-01T03:50:57.659Z,-22.8229727,-47.0647136,624.375,1.565,1.59,3,453,MSLV
